# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 21K of event 'cycles'
# Event count (approx.): 9508675690
#
# Overhead  Command    Shared Object     Symbol                                        
# ........  .........  ................  ..............................................
#
    0.00 :   ffffffff81a1f6f6:       movq    0x158(%r15), %rax
    0.00 :   ffffffff81a1f6fd:       movl    $0x45, -0x34(%rbp)
    0.00 :   ffffffff81a1f704:       incq    %gs:0x230(%rax)
    0.00 :   ffffffff81a1f70c:       jmp     0xffffffff81a1f667 <tcp_v4_rcv+0xa77>
    0.00 :   ffffffff81a1f711:       movzwl  0xb0(%rbx), %esi
    0.00 :   ffffffff81a1f718:       movq    0xc8(%rbx), %rdx
    0.00 :   ffffffff81a1f71f:       movq    %rbx, %rdi
    0.00 :   ffffffff81a1f722:       addq    0xc0(%rbx), %rsi
    0.00 :   ffffffff81a1f729:       movb    %r10b, -0x40(%rbp)
    0.00 :   ffffffff81a1f72d:       callq   0xffffffff81a1a0c0 <tcp_v4_fill_cb>
    0.00 :   ffffffff81a1f732:       xorl    %eax, %eax
    0.00 :   ffffffff81a1f734:       movzbl  -0x40(%rbp), %r10d
    0.00 :   ffffffff81a1f739:       movq    %rax, 0x10(%rbx)
    0.00 :   ffffffff81a1f73d:       movzbl  0x12(%r13), %eax
    0.00 :   ffffffff81a1f742:       cmpb    $0xa, %al
    0.00 :   ffffffff81a1f744:       je      0xffffffff81a1f851 <tcp_v4_rcv+0xc61>
    0.00 :   ffffffff81a1f74a:       movl    %gs:0x7e602fbb(%rip), %eax
    0.00 :   ffffffff81a1f751:       movl    0x7c(%r13), %edx
    0.00 :   ffffffff81a1f755:       cmpl    %edx, %eax
    0.00 :   ffffffff81a1f757:       jne     0xffffffff81a1f81d <tcp_v4_rcv+0xc2d>
    0.00 :   ffffffff81a1f75d:       leaq    0x98(%r13), %r14
    0.00 :   ffffffff81a1f764:       movb    %r10b, -0x40(%rbp)
    0.00 :   ffffffff81a1f768:       movq    %r14, %rdi
    0.00 :   ffffffff81a1f76b:       callq   0xffffffff81b77b20 <_raw_spin_lock>
    0.00 :   ffffffff81a1f770:       movl    0xb8(%rbx), %eax
    0.00 :   ffffffff81a1f776:       movq    0xc0(%rbx), %rdx
    0.00 :   ffffffff81a1f77d:       movzbl  -0x40(%rbp), %r10d
    0.00 :   ffffffff81a1f782:       movzwl  0x6(%rdx,%rax), %eax
    0.00 :   ffffffff81a1f787:       movl    $0x1, %edx
    0.00 :   ffffffff81a1f78c:       testw   %ax, %ax
  100.00 :   ffffffff81a1f78f:       cmovel  %edx, %eax
    0.00 :   ffffffff81a1f792:       movl    0x578(%r13), %edx
    0.00 :   ffffffff81a1f799:       addl    %eax, %edx
    0.00 :   ffffffff81a1f79b:       movl    %edx, 0x578(%r13)
    0.00 :   ffffffff81a1f7a2:       movzwl  0xae(%rbx), %edx
    0.00 :   ffffffff81a1f7a9:       movq    0xc0(%rbx), %rcx
    0.00 :   ffffffff81a1f7b0:       movzbl  0xc(%rcx,%rdx), %edx
    0.00 :   ffffffff81a1f7b5:       shrb    $0x4, %dl
    0.00 :   ffffffff81a1f7b8:       movzbl  %dl, %edx
    0.00 :   ffffffff81a1f7bb:       shll    $0x2, %edx
    0.00 :   ffffffff81a1f7be:       cmpl    0x70(%rbx), %edx
    0.00 :   ffffffff81a1f7c1:       jae     0xffffffff81a1f7d1 <tcp_v4_rcv+0xbe1>
    0.00 :   ffffffff81a1f7c3:       addl    0x57c(%r13), %eax
    0.00 :   ffffffff81a1f7ca:       movl    %eax, 0x57c(%r13)
    0.00 :   ffffffff81a1f7d1:       cmpl    $0x0, 0x9c(%r13)
    0.00 :   ffffffff81a1f7d9:       movb    %r10b, -0x40(%rbp)
    0.00 :   ffffffff81a1f7dd:       jne     0xffffffff81a1f866 <tcp_v4_rcv+0xc76>
    0.00 :   ffffffff81a1f7e3:       movq    %rbx, %rsi
    0.00 :   ffffffff81a1f7e6:       movq    %r13, %rdi
    0.00 :   ffffffff81a1f7e9:       callq   0xffffffff81a1cdb0 <tcp_v4_do_rcv>
    0.00 :   ffffffff81a1f7ee:       movzbl  -0x40(%rbp), %r10d
    0.00 :   ffffffff81a1f7f3:       movl    %eax, %r12d
    0.00 :   ffffffff81a1f7f6:       movq    %r14, %rdi
    0.00 :   ffffffff81a1f7f9:       movb    %r10b, -0x40(%rbp)
    0.00 :   ffffffff81a1f7fd:       callq   0xffffffff81b773a0 <_raw_spin_unlock>
    0.00 :   ffffffff81a1f802:       movzbl  -0x40(%rbp), %r10d
    0.00 :   ffffffff81a1f807:       testb   %r10b, %r10b
    0.00 :   ffffffff81a1f80a:       je      0xffffffff81a1ec5a <tcp_v4_rcv+0x6a>
    0.00 :   ffffffff81a1f810:       movq    %r13, %rdi
    0.00 :   ffffffff81a1f813:       callq   0xffffffff81a1c450 <sock_put>
    0.00 :   ffffffff81a1f818:       jmp     0xffffffff81a1ec5a <tcp_v4_rcv+0x6a>
    0.00 :   ffffffff81a1f81d:       movl    %eax, 0x7c(%r13)
    0.00 :   ffffffff81a1f821:       jmp     0xffffffff81a1f75d <tcp_v4_rcv+0xb6d>
    0.00 :   ffffffff81a1f826:       movq    %r12, %rdi
    0.00 :   ffffffff81a1f829:       callq   0xffffffff81a1c450 <sock_put>
    0.00 :   ffffffff81a1f82e:       jmp     0xffffffff81a1ec57 <tcp_v4_rcv+0x67>
    0.00 :   ffffffff81a1f833:       movq    %r13, %rdi
    0.00 :   ffffffff81a1f836:       movq    %r12, %r13
    0.00 :   ffffffff81a1f839:       callq   0xffffffff81a1dbd0 <reqsk_put>
    0.00 :   ffffffff81a1f83e:       movq    %rbx, %rdi
    0.00 :   ffffffff81a1f841:       callq   0xffffffff81a1a190 <tcp_v4_restore_cb>
    0.00 :   ffffffff81a1f846:       movl    $0x1, %r10d
    0.00 :   ffffffff81a1f84c:       jmp     0xffffffff81a1f643 <tcp_v4_rcv+0xa53>
    0.00 :   ffffffff81a1f851:       movq    %rbx, %rsi
    0.00 :   ffffffff81a1f854:       movq    %r13, %rdi
    0.00 :   ffffffff81a1f857:       callq   0xffffffff81a1cdb0 <tcp_v4_do_rcv>
    0.00 :   ffffffff81a1f85c:       movzbl  -0x40(%rbp), %r10d
    0.00 :   ffffffff81a1f861:       movl    %eax, %r12d
    0.00 :   ffffffff81a1f864:       jmp     0xffffffff81a1f807 <tcp_v4_rcv+0xc17>
    0.00 :   ffffffff81a1f866:       leaq    -0x34(%rbp), %rdx
    0.00 :   ffffffff81a1f86a:       movq    %rbx, %rsi
    0.00 :   ffffffff81a1f86d:       movq    %r13, %rdi
    0.00 :   ffffffff81a1f870:       callq   0xffffffff81a1d030 <tcp_add_backlog>
    0.00 :   ffffffff81a1f875:       testb   %al, %al
    0.00 :   ffffffff81a1f877:       movzbl  -0x40(%rbp), %r10d
    0.00 :   ffffffff81a1f87c:       je      0xffffffff81a1f7f6 <tcp_v4_rcv+0xc06>
    0.00 :   ffffffff81a1f882:       jmp     0xffffffff81a1f667 <tcp_v4_rcv+0xa77>
 Percent |	Source code & Disassembly of elf for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff81957b60 <netif_receive_skb_list_internal>:
         : 5                ; netif_receive_skb_list_internal():
    0.00 :   ffffffff81957b60:       pushq   %rbp
    0.00 :   ffffffff81957b61:       movq    %rsp, %rbp
    0.00 :   ffffffff81957b64:       pushq   %r15
    0.00 :   ffffffff81957b66:       pushq   %r14
    0.00 :   ffffffff81957b68:       pushq   %r13
    0.00 :   ffffffff81957b6a:       pushq   %r12
    0.00 :   ffffffff81957b6c:       movq    %rdi, %r12
    0.00 :   ffffffff81957b6f:       pushq   %rbx
    0.00 :   ffffffff81957b70:       subq    $0x38, %rsp
    0.00 :   ffffffff81957b74:       movq    %gs:0x28, %rax
    0.00 :   ffffffff81957b7d:       movq    %rax, -0x30(%rbp)
    0.00 :   ffffffff81957b81:       xorl    %eax, %eax
    0.00 :   ffffffff81957b83:       movq    (%rdi), %rbx
    0.00 :   ffffffff81957b86:       leaq    -0x50(%rbp), %r15
    0.00 :   ffffffff81957b8a:       movq    %r15, -0x50(%rbp)
    0.00 :   ffffffff81957b8e:       movq    %r15, -0x48(%rbp)
    0.00 :   ffffffff81957b92:       cmpq    %rbx, %rdi
    0.00 :   ffffffff81957b95:       movq    (%rbx), %r14
    0.00 :   ffffffff81957b98:       movq    %rbx, %r13
    0.00 :   ffffffff81957b9b:       jne     0xffffffff81957ba2 <netif_receive_skb_list_internal+0x42>
    0.00 :   ffffffff81957b9d:       jmp     0xffffffff81957bdc <netif_receive_skb_list_internal+0x7c>
    0.00 :   ffffffff81957b9f:       movq    %rax, %r14
    0.00 :   ffffffff81957ba2:       nopl    (%rax,%rax)
    0.00 :   ffffffff81957ba7:       movq    (%rbx), %rdx
    0.00 :   ffffffff81957baa:       movq    0x8(%rbx), %rax
    0.00 :   ffffffff81957bae:       cmpq    %r12, %r14
    0.00 :   ffffffff81957bb1:       movq    %rax, 0x8(%rdx)
    0.00 :   ffffffff81957bb5:       movq    %rdx, (%rax)
    0.00 :   ffffffff81957bb8:       movq    $0x0, (%rbx)
    0.00 :   ffffffff81957bbf:       movq    -0x48(%rbp), %rax
    0.00 :   ffffffff81957bc3:       movq    %r13, -0x48(%rbp)
    0.00 :   ffffffff81957bc7:       movq    %r15, (%rbx)
    0.00 :   ffffffff81957bca:       movq    %rax, 0x8(%rbx)
    0.00 :   ffffffff81957bce:       movq    %r13, (%rax)
    0.00 :   ffffffff81957bd1:       movq    %r14, %rbx
    0.00 :   ffffffff81957bd4:       movq    (%r14), %rax
    0.00 :   ffffffff81957bd7:       movq    %r14, %r13
    0.00 :   ffffffff81957bda:       jne     0xffffffff81957b9f <netif_receive_skb_list_internal+0x3f>
    0.00 :   ffffffff81957bdc:       movq    -0x50(%rbp), %rax
    0.00 :   ffffffff81957be0:       cmpq    %r15, %rax
    0.00 :   ffffffff81957be3:       je      0xffffffff81957c08 <netif_receive_skb_list_internal+0xa8>
    0.00 :   ffffffff81957be5:       movq    (%r12), %rax
    0.00 :   ffffffff81957be9:       movq    -0x50(%rbp), %rcx
    0.00 :   ffffffff81957bed:       movq    -0x48(%rbp), %rdx
    0.00 :   ffffffff81957bf1:       movq    %r12, 0x8(%rcx)
    0.00 :   ffffffff81957bf5:       movq    %rcx, (%r12)
    0.00 :   ffffffff81957bf9:       movq    %rax, (%rdx)
    0.00 :   ffffffff81957bfc:       movq    %rdx, 0x8(%rax)
  100.00 :   ffffffff81957c00:       movq    %r15, -0x50(%rbp)
    0.00 :   ffffffff81957c04:       movq    %r15, -0x48(%rbp)
    0.00 :   ffffffff81957c08:       callq   0xffffffff810f5f20 <__rcu_read_lock>
    0.00 :   ffffffff81957c0d:       nopl    (%rax,%rax)
    0.00 :   ffffffff81957c12:       movq    (%r12), %rcx
    0.00 :   ffffffff81957c16:       cmpq    %rcx, %r12
    0.00 :   ffffffff81957c19:       movq    (%rcx), %r15
    0.00 :   ffffffff81957c1c:       movq    %rcx, %rax
    0.00 :   ffffffff81957c1f:       je      0xffffffff81957e0a <netif_receive_skb_list_internal+0x2aa>
    0.00 :   ffffffff81957c25:       leaq    -0x40(%rbp), %r14
    0.00 :   ffffffff81957c29:       xorl    %ebx, %ebx
    0.00 :   ffffffff81957c2b:       xorl    %r13d, %r13d
    0.00 :   ffffffff81957c2e:       movq    %gs:0x22700, %r8
    0.00 :   ffffffff81957c37:       jmp     0xffffffff81957c66 <netif_receive_skb_list_internal+0x106>
    0.00 :   ffffffff81957c39:       movl    0x354(%r8), %ebx
    0.00 :   ffffffff81957c40:       orl     $0x800, 0x354(%r8) # imm = 0x800
    0.00 :   ffffffff81957c4b:       andl    $0x800, %ebx    # imm = 0x800
    0.00 :   ffffffff81957c51:       cmpq    %r15, %r12
    0.00 :   ffffffff81957c54:       movq    (%r15), %rdx
    0.00 :   ffffffff81957c57:       movq    %r15, %rax
    0.00 :   ffffffff81957c5a:       movq    %r15, %rcx
    0.00 :   ffffffff81957c5d:       je      0xffffffff81957ced <netif_receive_skb_list_internal+0x18d>
    0.00 :   ffffffff81957c63:       movq    %rdx, %r15
    0.00 :   ffffffff81957c66:       nopl    (%rax,%rax)
    0.00 :   ffffffff81957c6b:       xorl    %edx, %edx
    0.00 :   ffffffff81957c6d:       movzbl  %r13b, %esi
    0.00 :   ffffffff81957c71:       cmpl    %edx, %esi
    0.00 :   ffffffff81957c73:       je      0xffffffff81957c51 <netif_receive_skb_list_internal+0xf1>
    0.00 :   ffffffff81957c75:       movq    (%r12), %rdx
    0.00 :   ffffffff81957c79:       movq    $0x0, 0x8(%r14)
    0.00 :   ffffffff81957c81:       cmpq    %rdx, %rax
    0.00 :   ffffffff81957c84:       je      0xffffffff81957d91 <netif_receive_skb_list_internal+0x231>
    0.00 :   ffffffff81957c8a:       movq    %rdx, -0x40(%rbp)
    0.00 :   ffffffff81957c8e:       movq    %r14, 0x8(%rdx)
    0.00 :   ffffffff81957c92:       movq    0x8(%rcx), %rdx
    0.00 :   ffffffff81957c96:       movq    %rdx, -0x38(%rbp)
    0.00 :   ffffffff81957c9a:       movq    %r14, (%rdx)
    0.00 :   ffffffff81957c9d:       movq    %rax, (%r12)
    0.00 :   ffffffff81957ca1:       movq    %r12, 0x8(%rcx)
    0.00 :   ffffffff81957ca5:       movq    -0x40(%rbp), %rax
    0.00 :   ffffffff81957ca9:       cmpq    %r14, %rax
    0.00 :   ffffffff81957cac:       je      0xffffffff81957cbe <netif_receive_skb_list_internal+0x15e>
    0.00 :   ffffffff81957cae:       movq    %r14, %rdi
    0.00 :   ffffffff81957cb1:       movq    %r8, -0x60(%rbp)
    0.00 :   ffffffff81957cb5:       callq   0xffffffff81957500 <__netif_receive_skb_list_core>
    0.00 :   ffffffff81957cba:       movq    -0x60(%rbp), %r8
    0.00 :   ffffffff81957cbe:       xorb    $0x1, %r13b
    0.00 :   ffffffff81957cc2:       jne     0xffffffff81957c39 <netif_receive_skb_list_internal+0xd9>
    0.00 :   ffffffff81957cc8:       movl    0x354(%r8), %eax
    0.00 :   ffffffff81957ccf:       movq    %r15, %rcx
    0.00 :   ffffffff81957cd2:       andb    $-0x9, %ah
    0.00 :   ffffffff81957cd5:       orl     %ebx, %eax
    0.00 :   ffffffff81957cd7:       cmpq    %r15, %r12
    0.00 :   ffffffff81957cda:       movl    %eax, 0x354(%r8)
    0.00 :   ffffffff81957ce1:       movq    %r15, %rax
    0.00 :   ffffffff81957ce4:       movq    (%r15), %rdx
    0.00 :   ffffffff81957ce7:       jne     0xffffffff81957c63 <netif_receive_skb_list_internal+0x103>
    0.00 :   ffffffff81957ced:       movq    (%r12), %rax
    0.00 :   ffffffff81957cf1:       cmpq    %rax, %r12
    0.00 :   ffffffff81957cf4:       je      0xffffffff81957d02 <netif_receive_skb_list_internal+0x1a2>
    0.00 :   ffffffff81957cf6:       movzbl  %r13b, %esi
    0.00 :   ffffffff81957cfa:       movq    %r12, %rdi
    0.00 :   ffffffff81957cfd:       callq   0xffffffff81957500 <__netif_receive_skb_list_core>
    0.00 :   ffffffff81957d02:       testb   %r13b, %r13b
    0.00 :   ffffffff81957d05:       je      0xffffffff81957d21 <netif_receive_skb_list_internal+0x1c1>
    0.00 :   ffffffff81957d07:       movq    %gs:0x22700, %rdx
    0.00 :   ffffffff81957d10:       movl    0x354(%rdx), %eax
    0.00 :   ffffffff81957d16:       andb    $-0x9, %ah
    0.00 :   ffffffff81957d19:       orl     %ebx, %eax
    0.00 :   ffffffff81957d1b:       movl    %eax, 0x354(%rdx)
    0.00 :   ffffffff81957d21:       callq   0xffffffff810fb830 <__rcu_read_unlock>
    0.00 :   ffffffff81957d26:       movq    -0x30(%rbp), %rax
    0.00 :   ffffffff81957d2a:       subq    %gs:0x28, %rax
    0.00 :   ffffffff81957d33:       jne     0xffffffff81957e26 <netif_receive_skb_list_internal+0x2c6>
    0.00 :   ffffffff81957d39:       addq    $0x38, %rsp
    0.00 :   ffffffff81957d3d:       popq    %rbx
    0.00 :   ffffffff81957d3e:       popq    %r12
    0.00 :   ffffffff81957d40:       popq    %r13
    0.00 :   ffffffff81957d42:       popq    %r14
    0.00 :   ffffffff81957d44:       popq    %r15
    0.00 :   ffffffff81957d46:       popq    %rbp
    0.00 :   ffffffff81957d47:       xorl    %eax, %eax
    0.00 :   ffffffff81957d49:       xorl    %edx, %edx
    0.00 :   ffffffff81957d4b:       xorl    %ecx, %ecx
    0.00 :   ffffffff81957d4d:       xorl    %esi, %esi
    0.00 :   ffffffff81957d4f:       xorl    %edi, %edi
    0.00 :   ffffffff81957d51:       xorl    %r8d, %r8d
    0.00 :   ffffffff81957d54:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff81957d59:       movl    0xa12c81(%rip), %eax # 0xffffffff8236a9e0 <netdev_tstamp_prequeue>
    0.00 :   ffffffff81957d5f:       testl   %eax, %eax
    0.00 :   ffffffff81957d61:       je      0xffffffff81957ba7 <netif_receive_skb_list_internal+0x47>
    0.00 :   ffffffff81957d67:       cmpq    $0x0, 0x20(%rbx)
    0.00 :   ffffffff81957d6c:       jne     0xffffffff81957ba7 <netif_receive_skb_list_internal+0x47>
    0.00 :   ffffffff81957d72:       xorl    %edi, %edi
    0.00 :   ffffffff81957d74:       callq   0xffffffff81116170 <ktime_get_with_offset>
    0.00 :   ffffffff81957d79:       movq    %rax, 0x20(%rbx)
    0.00 :   ffffffff81957d7d:       jmp     0xffffffff81957ba7 <netif_receive_skb_list_internal+0x47>
    0.00 :   ffffffff81957d82:       movzbl  0x7e(%rcx), %edx
    0.00 :   ffffffff81957d86:       shrb    $0x6, %dl
    0.00 :   ffffffff81957d89:       andl    $0x1, %edx
    0.00 :   ffffffff81957d8c:       jmp     0xffffffff81957c6d <netif_receive_skb_list_internal+0x10d>
    0.00 :   ffffffff81957d91:       movq    %r14, -0x40(%rbp)
    0.00 :   ffffffff81957d95:       movq    %r14, -0x38(%rbp)
    0.00 :   ffffffff81957d99:       jmp     0xffffffff81957ca5 <netif_receive_skb_list_internal+0x145>
    0.00 :   ffffffff81957d9e:       movq    (%r12), %rbx
    0.00 :   ffffffff81957da2:       cmpq    %rbx, %r12
    0.00 :   ffffffff81957da5:       movq    (%rbx), %r14
    0.00 :   ffffffff81957da8:       je      0xffffffff81957e0a <netif_receive_skb_list_internal+0x2aa>
    0.00 :   ffffffff81957daa:       leaq    -0x40(%rbp), %r13
    0.00 :   ffffffff81957dae:       jmp     0xffffffff81957db3 <netif_receive_skb_list_internal+0x253>
    0.00 :   ffffffff81957db0:       movq    %rax, %r14
    0.00 :   ffffffff81957db3:       movq    $0x0, (%r13)
    0.00 :   ffffffff81957dbb:       movq    0x10(%rbx), %rdi
    0.00 :   ffffffff81957dbf:       leaq    -0x58(%rbp), %rdx
    0.00 :   ffffffff81957dc3:       movq    %rbx, %rsi
    0.00 :   ffffffff81957dc6:       movq    %r13, -0x58(%rbp)
    0.00 :   ffffffff81957dca:       callq   0xffffffff8194d0b0 <get_rps_cpu>
    0.00 :   ffffffff81957dcf:       testl   %eax, %eax
    0.00 :   ffffffff81957dd1:       movl    %eax, %esi
    0.00 :   ffffffff81957dd3:       js      0xffffffff81957dfa <netif_receive_skb_list_internal+0x29a>
    0.00 :   ffffffff81957dd5:       movq    (%rbx), %rdx
    0.00 :   ffffffff81957dd8:       movq    0x8(%rbx), %rax
    0.00 :   ffffffff81957ddc:       movq    %rbx, %rdi
    0.00 :   ffffffff81957ddf:       movq    %rax, 0x8(%rdx)
    0.00 :   ffffffff81957de3:       movq    %rdx, (%rax)
    0.00 :   ffffffff81957de6:       movq    -0x58(%rbp), %rax
    0.00 :   ffffffff81957dea:       movq    $0x0, (%rbx)
    0.00 :   ffffffff81957df1:       leaq    0x4(%rax), %rdx
    0.00 :   ffffffff81957df5:       callq   0xffffffff8194c750 <enqueue_to_backlog>
    0.00 :   ffffffff81957dfa:       cmpq    %r12, %r14
    0.00 :   ffffffff81957dfd:       movq    (%r14), %rax
    0.00 :   ffffffff81957e00:       movq    %r14, %rbx
    0.00 :   ffffffff81957e03:       jne     0xffffffff81957db0 <netif_receive_skb_list_internal+0x250>
    0.00 :   ffffffff81957e05:       jmp     0xffffffff81957c12 <netif_receive_skb_list_internal+0xb2>
    0.00 :   ffffffff81957e0a:       movq    (%r12), %rax
    0.00 :   ffffffff81957e0e:       cmpq    %rax, %r12
    0.00 :   ffffffff81957e11:       je      0xffffffff81957d21 <netif_receive_skb_list_internal+0x1c1>
    0.00 :   ffffffff81957e17:       xorl    %esi, %esi
    0.00 :   ffffffff81957e19:       movq    %r12, %rdi
    0.00 :   ffffffff81957e1c:       callq   0xffffffff81957500 <__netif_receive_skb_list_core>
    0.00 :   ffffffff81957e21:       jmp     0xffffffff81957d21 <netif_receive_skb_list_internal+0x1c1>
    0.00 :   ffffffff81957e26:       callq   0xffffffff81b6af40 <__stack_chk_fail>
 Percent |	Source code & Disassembly of elf for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff81c012a0 <error_entry>:
         : 5                ; error_entry():
    0.00 :   ffffffff81c012a0:       pushq   %rsi
  100.00 :   ffffffff81c012a1:       movq    0x8(%rsp), %rsi
    0.00 :   ffffffff81c012a6:       movq    %rdi, 0x8(%rsp)
    0.00 :   ffffffff81c012ab:       pushq   %rdx
    0.00 :   ffffffff81c012ac:       pushq   %rcx
    0.00 :   ffffffff81c012ad:       pushq   %rax
    0.00 :   ffffffff81c012ae:       pushq   %r8
    0.00 :   ffffffff81c012b0:       pushq   %r9
    0.00 :   ffffffff81c012b2:       pushq   %r10
    0.00 :   ffffffff81c012b4:       pushq   %r11
    0.00 :   ffffffff81c012b6:       pushq   %rbx
    0.00 :   ffffffff81c012b7:       pushq   %rbp
    0.00 :   ffffffff81c012b8:       pushq   %r12
    0.00 :   ffffffff81c012ba:       pushq   %r13
    0.00 :   ffffffff81c012bc:       pushq   %r14
    0.00 :   ffffffff81c012be:       pushq   %r15
    0.00 :   ffffffff81c012c0:       pushq   %rsi
    0.00 :   ffffffff81c012c1:       xorl    %esi, %esi
    0.00 :   ffffffff81c012c3:       xorl    %edx, %edx
    0.00 :   ffffffff81c012c5:       xorl    %ecx, %ecx
    0.00 :   ffffffff81c012c7:       xorl    %r8d, %r8d
    0.00 :   ffffffff81c012ca:       xorl    %r9d, %r9d
    0.00 :   ffffffff81c012cd:       xorl    %r10d, %r10d
    0.00 :   ffffffff81c012d0:       xorl    %r11d, %r11d
    0.00 :   ffffffff81c012d3:       xorl    %ebx, %ebx
    0.00 :   ffffffff81c012d5:       xorl    %ebp, %ebp
    0.00 :   ffffffff81c012d7:       xorl    %r12d, %r12d
    0.00 :   ffffffff81c012da:       xorl    %r13d, %r13d
    0.00 :   ffffffff81c012dd:       xorl    %r14d, %r14d
    0.00 :   ffffffff81c012e0:       xorl    %r15d, %r15d
    0.00 :   ffffffff81c012e3:       leaq    0x9(%rsp), %rbp
    0.00 :   ffffffff81c012e8:       testb   $0x3, 0x90(%rsp)
    0.00 :   ffffffff81c012f0:       je      0xffffffff81c01341 <error_entry+0xa1>
    0.00 :   ffffffff81c012f2:       swapgs
    0.00 :   ffffffff81c012f5:       nop
    0.00 :   ffffffff81c012f6:       nop
    0.00 :   ffffffff81c012f7:       nop
    0.00 :   ffffffff81c012f8:       jmp     0xffffffff81c0130b <error_entry+0x6b>
    0.00 :   ffffffff81c012fa:       movq    %cr3, %rax
    0.00 :   ffffffff81c012fd:       nop
    0.00 :   ffffffff81c012fe:       nop
    0.00 :   ffffffff81c012ff:       nop
    0.00 :   ffffffff81c01300:       nop
    0.00 :   ffffffff81c01301:       nop
    0.00 :   ffffffff81c01302:       andq    $-0x1801, %rax  # imm = 0xE7FF
    0.00 :   ffffffff81c01308:       movq    %rax, %cr3
    0.00 :   ffffffff81c0130b:       jmp     0xffffffff81c01323 <error_entry+0x83>
    0.00 :   ffffffff81c0130d:       movl    $0x48, %ecx
    0.00 :   ffffffff81c01312:       movq    %gs:0x1abf0, %rdx
    0.00 :   ffffffff81c0131b:       movl    %edx, %eax
    0.00 :   ffffffff81c0131d:       shrq    $0x20, %rdx
    0.00 :   ffffffff81c01321:       wrmsr
    0.00 :   ffffffff81c01323:       nop
    0.00 :   ffffffff81c01324:       nop
    0.00 :   ffffffff81c01325:       nop
    0.00 :   ffffffff81c01326:       nop
    0.00 :   ffffffff81c01327:       nop
    0.00 :   ffffffff81c01328:       nop
    0.00 :   ffffffff81c01329:       nop
    0.00 :   ffffffff81c0132a:       nop
    0.00 :   ffffffff81c0132b:       nop
    0.00 :   ffffffff81c0132c:       nop
    0.00 :   ffffffff81c0132d:       nop
    0.00 :   ffffffff81c0132e:       nop
    0.00 :   ffffffff81c0132f:       nop
    0.00 :   ffffffff81c01330:       nop
    0.00 :   ffffffff81c01331:       nop
    0.00 :   ffffffff81c01332:       nop
    0.00 :   ffffffff81c01333:       nop
    0.00 :   ffffffff81c01334:       nop
    0.00 :   ffffffff81c01335:       nop
    0.00 :   ffffffff81c01336:       nop
    0.00 :   ffffffff81c01337:       leaq    0x8(%rsp), %rdi
    0.00 :   ffffffff81c0133c:       jmp     0xffffffff81b67680 <sync_regs>
    0.00 :   ffffffff81c01341:       leaq    -0x306(%rip), %rcx # 0xffffffff81c01042 <native_irq_return_iret>
    0.00 :   ffffffff81c01348:       cmpq    %rcx, 0x88(%rsp)
    0.00 :   ffffffff81c01350:       je      0xffffffff81c0138e <error_entry+0xee>
    0.00 :   ffffffff81c01352:       movl    %ecx, %eax
    0.00 :   ffffffff81c01354:       cmpq    %rax, 0x88(%rsp)
    0.00 :   ffffffff81c0135c:       je      0xffffffff81c01386 <error_entry+0xe6>
    0.00 :   ffffffff81c0135e:       cmpq    $-0x7e3feee9, 0x88(%rsp) # imm = 0x81C01117
    0.00 :   ffffffff81c0136a:       jne     0xffffffff81c0136f <error_entry+0xcf>
    0.00 :   ffffffff81c0136c:       swapgs
    0.00 :   ffffffff81c0136f:       nop
    0.00 :   ffffffff81c01370:       nop
    0.00 :   ffffffff81c01371:       nop
    0.00 :   ffffffff81c01372:       nop
    0.00 :   ffffffff81c01373:       nop
    0.00 :   ffffffff81c01374:       nop
    0.00 :   ffffffff81c01375:       nop
    0.00 :   ffffffff81c01376:       nop
    0.00 :   ffffffff81c01377:       nop
    0.00 :   ffffffff81c01378:       nop
    0.00 :   ffffffff81c01379:       nop
    0.00 :   ffffffff81c0137a:       nop
    0.00 :   ffffffff81c0137b:       nop
    0.00 :   ffffffff81c0137c:       leaq    0x8(%rsp), %rax
    0.00 :   ffffffff81c01381:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff81c01386:       movq    %rcx, 0x88(%rsp)
    0.00 :   ffffffff81c0138e:       swapgs
    0.00 :   ffffffff81c01391:       nop
    0.00 :   ffffffff81c01392:       nop
    0.00 :   ffffffff81c01393:       nop
    0.00 :   ffffffff81c01394:       jmp     0xffffffff81c013a7 <error_entry+0x107>
    0.00 :   ffffffff81c01396:       movq    %cr3, %rax
    0.00 :   ffffffff81c01399:       nop
    0.00 :   ffffffff81c0139a:       nop
    0.00 :   ffffffff81c0139b:       nop
    0.00 :   ffffffff81c0139c:       nop
    0.00 :   ffffffff81c0139d:       nop
    0.00 :   ffffffff81c0139e:       andq    $-0x1801, %rax  # imm = 0xE7FF
    0.00 :   ffffffff81c013a4:       movq    %rax, %cr3
    0.00 :   ffffffff81c013a7:       jmp     0xffffffff81c013bf <error_entry+0x11f>
